Key,Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,Extent,Perimeter,Class
107,48945,269.3704112,239.1621656,0.460121209,51456,0.711244478,872.289,Keci
108,68864,343.6762094,261.9884386,0.64720992,71726,0.698347024,1035.022,Keci
109,82826,396.7059122,269.7628551,0.733205484,84981,0.745434745,1115.811,Keci
110,65396,331.5384446,253.2429662,0.645403364,66783,0.764829716,975.425,Keci
111,81572,393.716176,265.8146124,0.737687128,84964,0.698270844,1187.338,Keci
112,44367,322.5040186,176.7089727,0.836525515,46531,0.732999603,883.973,Keci
113,51448,328.289568,202.1603698,0.787903331,52772,0.704805743,877.799,Keci
114,50545,286.8713324,227.1597173,0.610712677,51771,0.835454545,847.664,Keci
115,94063,448.1210966,276.607844,0.786758156,99085,0.70929382,1259.451,Keci
116,84129,413.0345598,261.6430865,0.773771049,86242,0.713834797,1144.973,Keci
117,79735,410.9979193,250.2207874,0.793313932,83306,0.749044143,1154.54,Keci
118,90176,390.207341,294.7622385,0.65526509,91793,0.762549046,1136.669,Keci
119,61492,356.4260216,224.163105,0.777470812,65298,0.690843725,1013.202,Keci
120,79532,367.5260058,277.2241619,0.656532102,81603,0.735114151,1075.271,Keci
121,69302,354.9636669,254.4527709,0.697235919,71843,0.701153379,1051.02,Keci
122,52266,320.4425614,213.8574996,0.744715834,54116,0.684289081,923.19,Keci
123,51180,288.6310651,226.6304906,0.619253764,52396,0.737442725,855.997,Keci
124,55787,333.7034529,226.9512079,0.733120775,59520,0.688592377,977.425,Keci
125,96064,411.2070534,303.2324524,0.675434094,99609,0.731331126,1223.904,Keci
126,54316,351.8052608,198.4175196,0.825776045,55960,0.655895281,930.627,Keci
127,70941,326.0111541,278.1026598,0.521834977,72330,0.76010929,993.05,Keci
128,55770,293.5806697,243.4806344,0.558731929,57633,0.740165631,900.109,Keci
129,47478,299.8185828,205.2960945,0.72879271,48900,0.720914695,861.179,Keci
130,88197,473.2866901,238.7384529,0.863454506,90297,0.658456829,1193.28,Keci
131,74728,355.310549,270.7408973,0.647596035,76287,0.766676926,1048.675,Keci
132,70788,362.6507703,249.4037249,0.725972018,71954,0.7461579,1003.769,Keci
133,48894,318.0989115,197.4955028,0.783919938,50468,0.663815575,875.174,Keci
134,52051,313.7032602,213.6317375,0.732283957,53550,0.695051277,893.451,Keci
135,53270,336.1488879,204.3070754,0.794099752,55288,0.693692051,922.011,Keci
136,57227,354.43108,207.5949862,0.810518333,59307,0.649981827,953.496,Keci
137,97026,455.9715909,273.0538098,0.800869044,99561,0.671204732,1212.667,Keci
138,58495,368.7395425,205.7578712,0.829838749,61496,0.630103195,998.437,Keci
139,53758,359.5316125,193.4008772,0.842992995,57197,0.710295439,965.068,Keci
140,110616,461.1445532,306.899065,0.74638361,112150,0.752397666,1252.875,Keci
141,49175,281.4314214,224.4858963,0.603110639,50672,0.727613045,845.128,Keci
142,53698,348.2232313,197.7528973,0.823103652,56089,0.731341251,938.705,Keci
143,73125,408.940773,231.2190014,0.824810334,75540,0.656512605,1096.751,Keci
144,50445,308.3589121,208.8552452,0.735695738,51555,0.723225806,851.632,Keci
145,46742,303.5552029,199.4459327,0.753861393,48077,0.70526284,847.792,Keci
146,69317,393.3989966,228.722883,0.813616588,72170,0.661674303,1066.388,Keci
147,75314,392.6515582,246.0756721,0.779258691,77118,0.704712179,1073.768,Keci
148,54428,339.1147492,206.6458262,0.792887194,56175,0.723391813,922.878,Keci
149,88407,412.7569409,275.2848499,0.74510983,90865,0.717962253,1141.296,Keci
150,46601,277.3532801,216.2720505,0.626064816,48457,0.761653373,820.106,Keci
151,53121,350.9683575,195.8674449,0.82978902,56120,0.732663025,930.619,Keci
152,80101,377.616572,272.6713449,0.691804118,82949,0.725486822,1084.306,Keci
153,69781,364.7445188,248.7961897,0.731248797,71504,0.693937827,1024.207,Keci
154,58460,290.7535562,258.3843539,0.458544698,60254,0.774756149,908.357,Keci
155,61792,400.5028283,197.7035112,0.869667343,64962,0.701161946,1026.109,Keci
156,78084,395.2097616,254.3765834,0.765320366,80285,0.703003457,1097.299,Keci
157,63402,372.4843101,224.0094059,0.798953455,66639,0.676634437,1008.276,Keci
158,48809,332.2648929,190.3513649,0.81963199,51847,0.66134168,928.016,Keci
159,49039,285.4020871,220.8199013,0.633533709,50879,0.714770872,841.666,Keci
160,64669,364.5828035,228.8007673,0.778561165,67524,0.655845605,995.692,Keci
161,103377,460.6704313,287.9931727,0.780495845,105569,0.726967785,1230.233,Keci
162,73972,359.2726917,263.3333902,0.680269105,75353,0.754739312,1017.749,Keci
163,47602,296.4930361,206.2251984,0.718479434,49089,0.721187789,840.545,Keci
164,69151,341.6460576,258.3928669,0.654204824,70703,0.75184561,989.917,Keci
165,56518,319.1919279,230.7099964,0.691063598,58879,0.718647085,916.396,Keci
166,86314,390.4129792,282.2148203,0.690992119,87873,0.733663131,1106.033,Keci
167,56477,334.588138,219.1856198,0.755550137,58408,0.685666764,941.429,Keci
168,32097,264.4163841,157.9904179,0.801864322,33699,0.681117902,713.775,Keci
169,71284,356.2592463,256.4883397,0.694027404,72618,0.742975069,1011.054,Keci
170,87937,365.8369921,307.9116981,0.54000213,89581,0.711009953,1099.568,Keci
171,100835,419.7533709,306.9548981,0.682083382,102881,0.752578628,1202.369,Keci
172,66752,370.5036219,231.5511993,0.78065406,69039,0.742390035,1006.028,Keci
173,65999,326.2987214,264.4148773,0.585951613,67971,0.676864225,998.793,Keci
174,70977,362.0635747,256.3830246,0.70609608,73417,0.650222613,1033.87,Keci
175,38569,272.9372082,181.8567206,0.745688178,39909,0.716030818,757.295,Keci
176,53964,368.074061,189.8138686,0.856772375,55662,0.603678181,943.599,Keci
177,79100,413.4963654,246.4047067,0.803054658,81839,0.655148423,1113.607,Keci
178,83071,400.4656882,265.928797,0.747689152,84531,0.718458106,1112.784,Keci
179,31237,262.3470571,155.0257428,0.806731223,32564,0.613910617,718.847,Keci
180,26908,245.7557814,143.7108718,0.811198369,28607,0.693487281,678.815,Keci
181,66797,358.1989179,240.7826944,0.740366108,68732,0.697662517,1006.375,Keci
182,76222,388.8073993,250.6960737,0.764366384,77958,0.73744195,1065.68,Keci
183,46810,297.8913729,201.5349368,0.736407405,48300,0.721307939,836.109,Keci
184,65123,382.3576865,218.8887484,0.819924857,66825,0.764336518,1018.353,Keci
185,65091,392.4932707,216.8275716,0.833555048,69597,0.664193878,1079.752,Keci
186,68400,363.5065315,249.5814954,0.727040805,72981,0.725744843,1079.973,Keci
187,64056,393.6167673,209.630823,0.846382218,65958,0.767873412,1014.268,Keci
188,49821,319.0820631,202.2364946,0.773491106,51829,0.677975097,907.423,Keci
189,80353,394.340189,264.5790871,0.74151054,83419,0.668021782,1120.777,Keci
190,51539,330.7474868,200.9579393,0.794252979,53060,0.72541099,894.039,Keci
191,63827,393.251665,209.1461847,0.846846105,66445,0.66740908,1047.037,Keci
192,89345,435.5508797,262.0614475,0.798738633,91337,0.713846277,1176.657,Keci
193,31275,264.687187,156.3955455,0.806767261,33540,0.658393331,727.561,Keci
194,75431,433.6712228,222.9994167,0.857662466,78125,0.723184154,1103.236,Keci
195,72718,397.902945,235.5598942,0.805935469,74803,0.746867425,1073.916,Keci
196,82886,424.8227093,253.171548,0.803024243,85879,0.648281256,1163.528,Keci
197,67852,353.1242534,247.3352308,0.713731082,69587,0.729512956,983.385,Keci
198,49336,338.4814606,193.0052021,0.821499608,52619,0.656552752,909.681,Keci
199,39368,296.6559478,171.2081645,0.816654393,41361,0.619968504,798.546,Keci
200,51304,350.0425817,189.765438,0.840300429,52949,0.660997732,897.111,Keci
201,91764,433.7681595,270.2860947,0.782132713,93480,0.692924564,1165.084,Keci
202,79252,398.8445645,254.1729295,0.770638009,80799,0.705007428,1074.108,Keci
203,50530,328.9180154,198.2839196,0.797864438,52600,0.681695537,897.796,Keci
204,66063,354.0975248,238.5102532,0.739121421,67503,0.762676056,971.938,Keci
205,73311,391.8675067,239.6017637,0.791294159,74825,0.689966401,1046.52,Keci
206,82793,428.1169055,249.3908796,0.812809305,84950,0.742458211,1130.673,Keci
207,104921,452.8630128,297.0241867,0.754864415,108211,0.726297937,1254.861,Keci
208,59654,350.8999545,219.4898675,0.780219721,62384,0.713052833,979.727,Keci
209,76531,407.6686396,241.3995271,0.805830387,78857,0.731227487,1068.375,Keci
210,57438,344.9801825,215.4342255,0.781038479,58924,0.693394176,935.816,Keci
211,55129,336.021702,210.4280656,0.779635513,56855,0.750401546,910.837,Keci
212,37302,284.3301121,170.5330024,0.800171576,39280,0.721173923,761.131,Keci
213,58357,338.3209626,220.464395,0.758526041,59383,0.738172941,915.379,Keci
214,33615,254.47223,171.0010504,0.740566437,35376,0.788048575,719.935,Keci
215,47555,330.8992812,186.2529038,0.82654621,50165,0.680708836,873.837,Keci
216,71762,387.6741043,236.8736053,0.791621183,73593,0.701677879,1038.741,Keci
217,84677,401.6681425,269.6684468,0.741121199,86777,0.751028843,1118.999,Keci
218,86421,367.1703365,300.7939859,0.573476639,87929,0.748622661,1080.007,Keci
219,90191,431.3669658,272.751395,0.7747273,93719,0.625024255,1179.374,Keci
220,34638,251.7422462,178.341115,0.705783651,35824,0.749399624,713.94,Keci
221,39275,274.0659935,185.4112735,0.736423765,40747,0.712562139,772.501,Keci
222,41458,281.8248824,192.6741159,0.729794954,42792,0.682773386,782.362,Keci
223,85954,405.9151667,272.0833254,0.742093815,87690,0.714817957,1104.717,Keci
224,56589,343.9347569,213.1333342,0.784845746,58274,0.659853078,931.451,Keci
225,39622,280.1124767,185.1922062,0.750266822,40539,0.733007733,766.531,Keci
226,48093,329.9357423,187.0417222,0.823784218,49367,0.745108064,858.386,Keci
227,67404,349.011262,247.6902693,0.704512743,69607,0.745026085,997.276,Keci
228,57838,350.2854586,214.8024505,0.789911277,59449,0.674039717,939.149,Keci
229,58570,355.3995375,214.5674661,0.797184383,60494,0.657557931,962.708,Keci
230,60199,375.2796881,205.4140518,0.836895588,61711,0.736289139,971.185,Keci
231,74254,402.5264818,241.2834392,0.800432782,76702,0.726470473,1080.034,Keci
232,63718,407.5658564,200.2610472,0.870957281,65950,0.7229673,1023.064,Keci
233,28216,245.4012948,150.2455819,0.790668532,30316,0.622292797,683.004,Keci
234,79055,395.3686671,258.275952,0.757139293,82562,0.71950598,1114.488,Keci
235,86141,414.1071647,266.9075277,0.764572839,87883,0.718740092,1146.164,Keci
236,82873,449.409264,239.614078,0.846004564,85648,0.700769491,1148.363,Keci
237,98485,387.7628358,325.7371661,0.54252098,100682,0.729864528,1193.908,Keci
238,53633,313.479956,218.6686172,0.716534018,55147,0.728432118,882.669,Keci
239,63191,335.2416873,243.9723903,0.685841703,64898,0.704603994,977.095,Keci
240,58545,325.1886359,231.9557989,0.700862765,60738,0.700500144,966.758,Keci
241,68931,381.6717342,231.5281935,0.794994961,71336,0.679310549,1067.692,Keci
242,67874,360.0234655,243.2719738,0.737166231,69889,0.678319442,1035.277,Keci
243,61200,323.1744104,246.2883243,0.647469874,64553,0.707449022,997.264,Keci
244,87089,396.4868571,280.2454497,0.70739191,88754,0.742231578,1154.562,Keci
245,59589,383.5712334,201.3818552,0.851091037,62974,0.684081829,1043.187,Keci
246,50312,354.2355512,182.3120807,0.857392304,52070,0.623352166,961.439,Keci
247,41995,259.2088782,210.3507977,0.584337455,43443,0.729700613,801.526,Keci
248,137583,649.541485,273.2602815,0.907201118,142650,0.731637667,1590.354,Bes
249,117592,533.2928563,288.5583194,0.840966033,123587,0.730067672,1432.006,Bes
250,95546,487.1782819,251.960243,0.855874944,99166,0.722782014,1276.807,Bes
251,96582,446.7052035,278.325498,0.782171631,100113,0.706597603,1216.979,Bes
252,61409,403.7012948,209.3658885,0.855007371,67286,0.597392869,1083.477,Bes
253,154242,585.9280742,337.5992453,0.817323783,158371,0.7216,1530.315,Bes
254,134303,600.7662711,288.3849296,0.877252896,138133,0.74243622,1497.515,Bes
255,112378,528.4003254,272.7787203,0.856447002,115602,0.614705496,1366.74,Bes
256,124579,439.9605034,371.0262137,0.537416298,128307,0.698250157,1373.537,Bes
257,83107,507.3808994,233.1538498,0.8881652,93706,0.491002009,1367.331,Bes
258,107178,508.7478956,270.4624159,0.84698069,110611,0.632908552,1325.947,Bes
259,64391,449.5559014,187.1223778,0.909255569,68813,0.63426911,1177.714,Bes
260,126781,659.4426082,249.5447658,0.925634934,132802,0.73666198,1552.54,Bes
261,45051,323.5892546,180.0697373,0.830863512,46532,0.830632225,836.625,Bes
262,119026,612.7444115,250.9269903,0.912304144,123463,0.615745148,1486.769,Bes
263,67579,402.3102017,217.0587358,0.841965878,70809,0.70311297,1051.553,Bes
264,97019,559.5992129,228.6417533,0.912721946,101539,0.573452572,1383.647,Bes
265,184784,740.1087099,320.58783,0.901315524,192699,0.645353264,1791.568,Bes
266,168276,656.0993813,328.486879,0.865640348,174282,0.681538723,1685.283,Bes
267,195383,755.0129141,335.7904519,0.895655767,204472,0.728769116,1893.414,Bes
268,65253,418.9978869,205.7561847,0.871121605,69700,0.66625485,1075.404,Bes
269,120255,471.8135294,326.5463364,0.721793107,123486,0.723886976,1322.814,Bes
270,108161,485.1026458,286.0331908,0.807670301,111765,0.707906277,1305.144,Bes
271,157877,613.8737446,328.3133366,0.844964592,161901,0.641322804,1604.103,Bes
272,83800,440.8337404,245.3818805,0.830759616,86346,0.657162126,1170.091,Bes
273,177264,619.9584724,366.7632399,0.806236591,180994,0.683219376,1652.694,Bes
274,127245,530.3040552,309.1215157,0.812534049,130649,0.679096353,1423.997,Bes
275,108314,455.6058765,311.1711176,0.730434168,112497,0.686944665,1306.577,Bes
276,128947,572.8016018,289.0221686,0.863367048,132108,0.604408842,1446.923,Bes
277,189637,636.7524368,403.7193275,0.773309506,209580,0.613785469,1870.28,Bes
278,137508,604.1144233,292.0960638,0.875338198,141818,0.60152231,1529.79,Bes
279,75173,365.8032415,267.5827815,0.681848156,78359,0.67995405,1087.034,Bes
280,115859,488.4888558,305.090778,0.780976537,120546,0.742643053,1351.422,Bes
281,92188,374.7201638,324.3025616,0.500990716,95920,0.747599585,1190.813,Bes
282,153824,536.606993,369.2864544,0.725532478,159063,0.739083641,1582.146,Bes
283,85492,437.0139693,250.8926087,0.818780557,89018,0.723343769,1182.575,Bes
284,106312,464.3323636,295.3167921,0.771686556,111089,0.729683725,1306.455,Bes
285,210923,984.0454912,367.2795321,0.927737116,278217,0.507352075,2697.753,Bes
286,89138,507.1433962,226.2166152,0.895002832,93549,0.738386349,1262.578,Bes
287,83567,465.1014658,230.9042314,0.868059652,86859,0.609222133,1199.017,Bes
288,171256,531.3732054,412.3828168,0.630646744,174277,0.70191488,1559.214,Bes
289,77105,419.9536962,238.8394659,0.822525594,80497,0.668994838,1131.54,Bes
290,100443,457.5698723,283.6112797,0.784743459,104186,0.673788505,1269.066,Bes
291,72606,424.472024,223.232633,0.850542335,76975,0.683852617,1117.107,Bes
292,83555,457.5464724,235.0998706,0.857893642,86694,0.711227443,1159.779,Bes
293,146268,588.0092142,321.6079813,0.83716934,150416,0.695421481,1535.287,Bes
294,113608,559.2667826,264.028685,0.881546115,118098,0.627862764,1394.088,Bes
295,75058,424.7637094,228.8458259,0.842459099,78952,0.685461187,1130.395,Bes
296,116406,612.665318,251.8328267,0.911615194,125638,0.526259635,1480.951,Bes
297,100319,480.7789636,267.6688956,0.830686786,104255,0.639614136,1289.209,Bes
298,143386,469.2765081,397.3101898,0.532159522,146328,0.750260314,1422.014,Bes
299,164782,660.3641751,322.620924,0.872535895,169000,0.757757749,1654.986,Bes
300,71639,400.4139594,231.6201421,0.815716625,76252,0.642461908,1101.879,Bes
301,141220,575.6823646,316.6212427,0.835169296,144300,0.659151906,1507.939,Bes
302,88290,514.4361539,221.4448377,0.902609051,92317,0.555157323,1277.388,Bes
303,102569,515.3952494,259.1942281,0.864342392,106888,0.573241751,1331.797,Bes
304,182160,997.2919406,271.8723954,0.96212444,221527,0.379856115,2303.69,Bes
305,208264,675.0983445,395.5792906,0.810341407,212813,0.771748314,1755.167,Bes
306,133101,641.5097389,265.3139704,0.910468935,136793,0.582496357,1544.712,Bes
307,169009,719.5058781,301.5651259,0.907927113,174718,0.716926627,1781.378,Bes
308,81901,450.8275297,237.2089894,0.850383428,85000,0.583107877,1192.014,Bes
309,80678,457.9252352,229.7035618,0.865089207,85201,0.607359562,1226.244,Bes
310,101661,440.9818348,295.5307052,0.742211915,105429,0.713290393,1268.05,Bes
311,82207,451.0060488,235.1597735,0.853305321,84780,0.629437077,1182.274,Bes
312,166275,602.3077749,356.2362867,0.806340027,168292,0.719282081,1580.961,Bes
313,188651,621.0126864,390.3076128,0.777808102,192922,0.747156346,1698.394,Bes
314,202118,684.602958,379.7192817,0.832079617,209242,0.717218816,1827.9,Bes
315,97375,468.9040381,268.2670249,0.820173426,100169,0.694716941,1244.252,Bes
316,64303,442.7453136,187.0290194,0.906395428,67199,0.686235379,1081.68,Bes
317,86715,440.4743232,254.3360345,0.816451523,89920,0.735371438,1173.259,Bes
318,155702,655.3989662,304.6121493,0.885429547,160709,0.697046209,1626.909,Bes
319,84295,458.8440074,238.289021,0.854577011,88521,0.708450645,1202.583,Bes
320,177206,699.6182638,328.1121355,0.883204868,181412,0.739152923,1754.378,Bes
321,110897,518.7876139,275.2605054,0.847632242,115550,0.7304361,1365.577,Bes
322,56903,360.815292,204.037706,0.824754645,59797,0.718426867,980.39,Bes
323,113029,558.5161561,265.2842028,0.879996398,116783,0.66209179,1419.577,Bes
324,69579,398.5966833,224.5785157,0.82616862,71648,0.719385856,1071.644,Bes
325,163442,594.759221,351.4256873,0.806766406,167471,0.704685775,1621.959,Bes
326,114289,580.6008301,261.7636982,0.892599892,120657,0.649487407,1455.893,Bes
327,74652,424.9806728,231.6042653,0.838451647,79014,0.59261729,1157.109,Bes
328,90559,473.5758459,246.9199675,0.853315591,95477,0.673231039,1328.744,Bes
329,104352,562.3359079,239.402593,0.904850809,107968,0.668066581,1390.73,Bes
330,82161,441.7955517,246.810056,0.829402027,86909,0.630243012,1222.158,Bes
331,131816,532.7314252,322.6830027,0.795682271,138992,0.722192393,1488.84,Bes
332,163082,696.1490457,302.2224471,0.900847975,167442,0.763778569,1687.178,Bes
333,77012,425.2194272,239.4695614,0.826343087,81325,0.654279767,1131.53,Bes
334,81604,528.5858925,204.7395131,0.921939284,87172,0.491460095,1299.386,Bes
335,82853,430.1149972,251.1757003,0.811772822,85292,0.746436873,1139.84,Bes
336,145693,591.1801444,321.4311911,0.839272464,151644,0.6485275,1595.364,Bes
337,96443,541.2000742,232.5480394,0.902976663,101271,0.553411373,1352.482,Bes
338,168620,730.7609597,295.5004623,0.914593881,172003,0.796730297,1725.003,Bes
339,193032,661.1487714,376.4321931,0.822087757,197672,0.631120527,1744.271,Bes
340,140897,588.0709185,308.0257871,0.851847299,146231,0.733999104,1536.473,Bes
341,118988,483.3400048,315.2484647,0.758021814,122375,0.7844673,1356.398,Bes
342,103666,456.3827046,293.9224346,0.765003405,107992,0.647265235,1332.203,Bes
343,68231,394.6465339,228.161,0.815937489,71591,0.664527251,1099.228,Bes
344,88928,395.724998,300.2270016,0.6514683,93821,0.671063554,1239.54,Bes
